quality,acidity,alcohol,chlorides,density,sugar,sulfates,type
7,0.23,12.7,0.032,0.9898,1.6,0.4,white
6,0.19,9.9,0.039,0.996,8.9,0.46,white
6,0.19,11.4,0.022,0.9907,1.8,0.64,white
6,0.2,10.7,0.04,0.994,4.7,0.58,white
6,0.44,12.5,0.025,0.9913,7,0.48,white
4,0.4,8.6,0.041,0.9976,10.8,0.49,white
6,0.23,12.5,0.026,0.9904,1.6,0.54,white
5,0.335,10,0.04,0.992,1,0.66,white
4,0.4,8.6,0.041,0.9976,10.8,0.49,white
6,0.28,9.5,0.045,0.999,16.7,0.49,white
6,0.19,9.6,0.038,0.9975,14.2,0.48,white
6,0.3,9.9,0.038,0.9937,2.25,0.62,white
5,0.3,9.9,0.037,0.9937,2.25,0.62,white
6,0.18,8.9,0.053,0.998,12.2,0.53,white
6,0.18,8.9,0.053,0.998,12.2,0.53,white
5,0.51,8.8,0.09,0.9944,3.3,0.52,white
7,0.24,10,0.048,0.9938,1.9,0.54,white
6,0.62,12,0.039,0.9907,3.5,0.44,white
7,0.24,10,0.048,0.9938,1.9,0.54,white
6,0.27,10,0.041,0.9921,1.3,0.42,white
6,0.34,12.1,0.042,0.9908,1.8,0.41,white
6,0.26,11,0.04,0.9931,5.2,0.59,white
6,0.36,11.2,0.025,0.9915,1.4,0.33,white
7,0.28,10.3,0.036,0.9952,9,0.39,white
6,0.31,10.4,0.051,0.9926,2.2,0.47,white
5,0.18,9.1,0.055,0.9934,1.6,0.45,white
6,0.15,10.4,0.045,0.992,1.7,0.6,white
6,0.13,10.8,0.05,0.9918,1.9,0.64,white
5,0.34,11.7,0.048,0.9942,12.6,0.4,white
5,0.19,9.8,0.039,0.9942,2.1,0.74,white
5,0.19,9.8,0.039,0.9942,2.1,0.74,white
6,0.25,11.4,0.038,0.9901,1.3,0.39,white
6,0.36,11.2,0.033,0.9898,1.7,0.38,white
5,0.35,11.4,0.038,0.9902,1,0.34,white
6,0.32,9.2,0.114,0.9934,3.3,0.45,white
4,0.31,12.5,0.04,0.9906,5,0.53,white
6,0.28,12.6,0.034,0.9898,1.8,0.44,white
6,0.36,12.2,0.031,0.9896,1.6,0.35,white
6,0.19,11.2,0.03,0.9922,4.5,0.45,white
6,0.1,9.7,0.048,0.9947,4.9,0.79,white
5,0.18,9.3,0.186,0.9945,4,0.4,white
6,0.25,9,0.067,0.9976,13.2,0.48,white
6,0.25,9,0.067,0.9976,13.2,0.48,white
6,0.25,9,0.067,0.9976,13.2,0.48,white
5,0.345,9.1,0.047,0.9987,15.3,0.51,white
5,0.345,9.1,0.047,0.9987,15.3,0.51,white
6,0.25,9,0.067,0.9976,13.2,0.48,white
5,0.24,10.4,0.045,0.992,1.5,0.54,white
6,0.25,9.5,0.053,0.9955,4.55,0.67,white
4,0.31,11.4,0.04,0.9953,9.9,0.55,white
5,0.46,8.7,0.05,0.9976,10.4,0.42,white
6,0.35,9.9,0.045,0.992,1.1,0.68,white
6,0.24,9.9,0.036,0.9952,8.7,0.62,white
6,0.28,9,0.047,0.9983,13.9,0.51,white
6,0.16,10,0.04,0.9933,1.4,0.58,white
6,0.26,9.7,0.039,0.9958,7.2,0.64,white
6,0.22,11.8,0.052,0.9922,1.9,0.49,white
7,0.18,10.2,0.044,0.9928,1.7,0.5,white
5,0.46,8.7,0.05,0.9976,10.4,0.42,white
7,0.3,9.6,0.05,0.9976,13.6,0.52,white
7,0.25,11.3,0.026,0.9916,1.2,0.37,white
7,0.28,12.1,0.028,0.9901,1.6,0.38,white
7,0.3,9.6,0.05,0.9976,13.6,0.52,white
7,0.28,12.1,0.028,0.9901,1.6,0.38,white
7,0.25,11.3,0.026,0.9916,1.2,0.37,white
5,0.35,9.4,0.046,0.9982,12.2,0.65,white
6,0.41,10.4,0.049,0.993,1.6,0.5,white
5,0.21,9.5,0.044,0.9969,12.1,0.39,white
6,0.34,12.3,0.047,0.991,4.2,0.76,white
7,0.21,9.9,0.049,0.9953,9.1,0.74,white
5,0.37,10.1,0.057,0.9924,1.6,0.48,white
6,0.34,9.2,0.063,0.9969,8.8,0.63,white
7,0.3,10.4,0.046,0.9928,1.4,0.77,white
5,0.51,9.1,0.066,0.9945,4.2,0.42,white
6,0.22,10,0.059,0.9967,10.3,0.47,white
6,0.35,11.5,0.051,0.9944,12.4,0.39,white
5,0.26,9.8,0.048,0.9928,2.2,0.61,white
6,0.26,9.8,0.05,0.9929,2.2,0.6,white
6,0.28,9.4,0.04,0.9948,5.2,0.69,white
5,0.41,8.7,0.051,0.9976,10.8,0.46,white
7,0.28,11.6,0.038,0.9912,2.7,0.41,white
5,0.34,8.8,0.047,0.9987,16.3,0.56,white
7,0.2,12.7,0.032,0.99,2.7,0.39,white
7,0.2,11.7,0.035,0.991,1.9,0.44,white
6,0.22,10.2,0.047,0.9933,1.8,0.5,white
6,0.23,10.2,0.047,0.9933,1.8,0.5,white
7,0.22,12.7,0.033,0.9899,2.8,0.38,white
7,0.28,11.6,0.038,0.9912,2.7,0.41,white
7,0.38,12.3,0.034,0.9912,6,0.38,white
5,0.41,8.7,0.051,0.9976,10.8,0.46,white
5,0.18,9.4,0.042,0.994,4.2,0.39,white
6,0.3,10.1,0.056,0.9947,6.4,0.35,white
6,0.24,9.7,0.042,0.9954,10.7,0.36,white
7,0.25,10.1,0.046,0.993,1.6,0.51,white
6,0.24,9.7,0.042,0.9954,10.7,0.36,white
6,0.26,8.9,0.049,0.9963,7.9,0.48,white
7,0.32,10.8,0.034,0.992,1.7,0.5,white
7,0.28,10.8,0.036,0.9926,2.1,0.49,white
6,0.23,9.5,0.04,0.995,5.8,0.58,white
5,0.31,9.1,0.059,0.9983,14.5,0.44,white
6,0.2,10.9,0.037,0.992,1.2,0.49,white
5,0.41,9.4,0.043,0.9968,10.1,0.52,white
5,0.45,10.8,0.03,0.9905,1.1,0.28,white
5,0.475,10.8,0.03,0.9904,1,0.29,white
7,0.27,10.5,0.051,0.9926,0.9,0.5,white
5,0.41,9.4,0.043,0.9968,10.1,0.52,white
6,0.29,10.8,0.034,0.9928,4.9,0.44,white
8,0.27,10.5,0.036,0.9949,11.4,0.48,white
7,0.19,11.5,0.036,0.9909,1.4,0.68,white
6,0.3,9.4,0.18,0.9937,1.4,0.54,white
6,0.24,10.8,0.045,0.9914,1.4,0.38,white
5,0.45,10.8,0.03,0.9905,1.1,0.28,white
5,0.475,10.8,0.03,0.9904,1,0.29,white
6,0.26,9.8,0.052,0.9924,1.5,0.61,white
6,0.26,9.8,0.052,0.9924,1.5,0.61,white
5,0.25,9.6,0.049,0.9965,7.5,0.38,white
5,0.25,9.6,0.049,0.9965,7.5,0.38,white
5,0.28,9.5,0.044,0.9993,17.75,0.48,white
6,0.37,10.7,0.061,0.9965,5.7,0.69,white
8,0.36,12.4,0.037,0.9908,3.2,0.65,white
6,0.24,11.1,0.032,0.992,4.3,0.39,white
5,0.23,8.8,0.047,0.9978,11,0.38,white
5,0.21,8.7,0.045,0.9978,10.9,0.36,white
5,0.21,8.7,0.045,0.9978,10.9,0.36,white
5,0.23,8.8,0.047,0.9978,11,0.38,white
7,0.32,11.7,0.037,0.9912,2.4,0.65,white
6,0.26,10.9,0.051,0.9928,1.9,0.5,white
6,0.24,10.8,0.051,0.9928,1.8,0.5,white
6,0.19,9.6,0.057,0.993,1.4,0.5,white
5,0.46,9,0.084,0.9993,16.8,0.58,white
5,0.26,9,0.083,0.9965,8.9,0.5,white
6,0.32,10.4,0.043,0.9937,6.6,0.6,white
5,0.24,11.4,0.045,0.9913,1.1,0.51,white
5,0.36,9.3,0.066,0.9934,1.4,0.55,white
8,0.24,11,0.039,0.9952,13.3,0.46,white
4,0.56,9.1,0.096,0.9983,10.4,0.45,white
6,0.32,9.4,0.048,0.9957,6.2,0.62,white
6,0.32,9.4,0.048,0.9957,6.2,0.62,white
6,0.31,10.5,0.036,0.9916,1.2,0.6,white
5,0.23,8.8,0.05,0.9999,18.05,0.42,white
5,0.23,8.8,0.05,0.9999,18.05,0.42,white
6,0.24,10.7,0.04,0.9936,4.8,0.64,white
5,0.29,9.5,0.045,0.9972,12.6,0.42,white
6,0.17,10.9,0.033,0.9933,4.5,0.49,white
6,0.14,10.8,0.027,0.9934,4.5,0.51,white
7,0.17,10.8,0.037,0.9931,4.7,0.46,white
5,0.28,9.2,0.053,0.9976,11.9,0.62,white
5,0.35,10.3,0.046,0.9937,5,0.71,white
5,0.335,10.3,0.046,0.9937,5.8,0.71,white
7,0.235,11,0.047,0.991,1.2,0.5,white
4,0.28,9,0.054,0.9979,12.9,0.43,white
6,0.21,10.4,0.046,0.9971,13.9,0.5,white
5,0.24,9.5,0.05,0.9969,11.5,0.45,white
5,0.24,9.5,0.051,0.9968,11.4,0.45,white
5,0.26,9,0.058,0.9961,7.8,0.41,white
4,0.33,9.5,0.061,0.993,1.1,0.57,white
6,0.105,9,0.05,0.9973,12.2,0.37,white
5,0.32,10,0.041,0.9944,5.9,0.72,white
7,0.26,9.1,0.067,0.9986,14.4,0.53,white
7,0.26,9.1,0.067,0.9986,14.4,0.53,white
7,0.26,9.1,0.067,0.9986,14.4,0.53,white
7,0.26,9.1,0.067,0.9986,14.4,0.53,white
6,0.24,9.5,0.053,0.9972,12.3,0.45,white
7,0.21,11.4,0.048,0.9917,2.5,0.75,white
6,0.27,12.2,0.03,0.992,5.3,0.42,white
6,0.27,11.3,0.028,0.9932,4.9,0.4,white
5,0.34,10.2,0.05,0.9936,3.2,0.44,white
5,0.27,11.3,0.052,0.9915,3.1,0.4,white
4,0.29,10,0.038,0.9922,1.4,0.47,white
5,0.28,9.4,0.049,0.9934,1.9,0.38,white
7,0.25,12.2,0.032,0.9952,14,0.5,white
4,0.57,9.2,0.094,0.9972,8.3,0.47,white
5,0.28,9.4,0.049,0.9934,1.9,0.38,white
6,0.17,9.6,0.052,0.9958,7.4,0.52,white
5,0.28,9.5,0.056,0.9944,1.4,0.48,white
6,0.22,12.5,0.036,0.9908,1.7,0.72,white
6,0.17,9.6,0.052,0.9958,7.4,0.52,white
6,0.14,10,0.047,0.9925,1.3,0.46,white
5,0.24,9.3,0.047,0.9966,11.6,0.57,white
6,0.42,9.3,0.058,0.9972,9.2,0.55,white
6,0.28,11.6,0.038,0.9912,1.7,0.57,white
8,0.32,12.5,0.039,0.995,14.5,0.5,white
6,0.31,10.6,0.038,0.9928,2.1,0.63,white
5,0.32,9.4,0.047,0.9968,10.7,0.6,white
6,0.28,9.1,0.056,0.9955,6.9,0.4,white
6,0.29,9,0.057,0.9981,12,0.41,white
7,0.32,11.8,0.033,0.991,4.75,0.42,white
7,0.32,11.8,0.033,0.991,4.75,0.42,white
7,0.32,11.8,0.033,0.991,4.75,0.42,white
5,0.28,10,0.043,0.992,1.4,0.39,white
5,0.34,9.7,0.058,0.9931,1.3,0.47,white
6,0.25,9.5,0.052,0.997,11.3,0.44,white
5,0.27,9.4,0.24,0.9948,4.5,0.48,white
5,0.46,11.2,0.052,0.9923,1.7,0.42,white
5,0.36,9,0.051,0.9976,13.2,0.46,white
7,0.22,10.7,0.043,0.9938,5.5,0.53,white
4,0.67,9,0.29,0.9984,13,0.67,white
6,0.28,9.1,0.044,0.9972,10.7,0.5,white
7,0.17,10.8,0.039,0.9922,2,0.6,white
4,0.2,10.1,0.043,0.9935,1.9,0.6,white
6,0.36,9.9,0.037,0.9944,6.4,0.62,white
5,0.36,9.8,0.036,0.9942,6.3,0.62,white
5,0.37,9.8,0.036,0.9944,6.3,0.63,white
6,0.29,9.5,0.041,0.9997,17.5,0.66,white
5,0.34,9.5,0.047,0.9977,14.7,0.46,white
6,0.19,11.1,0.022,0.9912,1,0.57,white
5,0.31,9.5,0.039,0.9982,14.8,0.6,white
5,0.31,9.5,0.039,0.9982,14.8,0.6,white
5,0.31,9.4,0.042,0.9983,14.2,0.59,white
5,0.4,9.7,0.042,0.998,13.1,0.64,white
7,0.34,13.9,0.03,0.9894,2.4,0.78,white
4,0.38,10.1,0.042,0.9927,1.2,0.45,white
6,0.33,10.5,0.038,0.9917,1.1,0.42,white
6,0.25,12.6,0.037,0.9904,3.6,0.5,white
5,0.27,10.9,0.032,0.993,6.1,0.34,white
5,0.31,10,0.041,0.9941,6.3,0.6,white
6,0.18,11.2,0.046,0.9943,4.4,0.62,white
6,0.2,10,0.05,0.99855,13.9,0.48,white
5,0.47,9.2,0.044,0.99345,1,0.46,white
5,0.25,9.5,0.046,0.998,12.1,0.45,white
6,0.27,12.3,0.035,0.9916,1.6,0.5,white
6,0.27,12.3,0.035,0.9916,1.6,0.5,white
5,0.31,10,0.04,0.99475,7.5,0.43,white
6,0.39,10.8,0.038,0.99325,2.7,0.5,white
7,0.21,10.5,0.038,0.9933,1.7,0.71,white
6,0.42,9.2,0.048,0.9969,9.2,0.61,white
5,0.27,9.1,0.042,1.0002,18.75,0.5,white
7,0.21,10.5,0.038,0.9933,1.7,0.71,white
7,0.29,10.2,0.042,0.9937,1.8,0.5,white
5,0.29,8.9,0.053,0.99685,9,0.45,white
5,0.3,10.4,0.046,0.99455,1.5,0.52,white
6,0.31,11.7,0.032,0.9917,1.6,0.47,white
8,0.33,12.4,0.02,0.99035,1.3,0.44,white
7,0.3,10.9,0.028,0.9914,1.8,0.39,white
5,0.39,10.2,0.041,0.99225,1.2,0.46,white
7,0.24,11.7,0.038,0.99155,2.8,0.66,white
5,0.21,9.4,0.057,0.9954,8,0.59,white
5,0.16,10.5,0.043,0.99455,5.3,0.47,white
5,0.33,9.4,0.185,0.9924,0.8,0.62,white
6,0.23,10.4,0.042,0.99695,13.8,0.56,white
6,0.25,9.5,0.044,0.99655,10,0.47,white
7,0.28,11.1,0.022,0.9934,6,0.33,white
6,0.25,9.1,0.052,0.998,14.4,0.5,white
5,0.38,9.2,0.04,0.9971,9.8,0.61,white
6,0.25,9.6,0.038,0.9948,5.5,0.49,white
6,0.25,9.1,0.052,0.998,14.4,0.5,white
5,0.38,9.2,0.04,0.9971,9.8,0.61,white
7,0.21,10.8,0.021,0.99215,3.8,0.39,white
6,0.25,9.6,0.038,0.9948,5.5,0.49,white
3,0.39,12.6,0.022,0.9915,4.6,0.37,white
6,0.2,11,0.031,0.99115,1.5,0.55,white
6,0.2,10.2,0.03,0.9932,2,0.61,white
5,0.26,9.4,0.034,0.9977,12.5,0.43,white
5,0.38,10,0.041,0.99535,7.5,0.43,white
6,0.2,12.2,0.022,0.99165,2.1,0.55,white
6,0.21,10.5,0.033,0.9953,8.5,0.56,white
6,0.29,11.5,0.024,0.9928,7.6,0.32,white
6,0.18,9.8,0.049,0.9958,8.1,0.54,white
6,0.3,11.4,0.025,0.9928,7.35,0.32,white
6,0.29,11.5,0.024,0.9928,7.6,0.32,white
6,0.2,10.2,0.036,0.9964,10,0.55,white
6,0.2,9.4,0.038,0.9987,14,0.5,white
6,0.21,10.5,0.033,0.9953,8.5,0.56,white
5,0.35,9.1,0.11,0.9932,2.2,0.5,white
7,0.28,12.2,0.032,0.9907,1.8,0.48,white
5,0.25,9.5,0.056,0.99755,11.1,0.43,white
6,0.22,9.3,0.051,0.99935,15.2,0.85,white
7,0.14,9.8,0.051,0.9932,1.2,0.96,white
7,0.13,9.8,0.047,0.9932,1.2,0.97,white
6,0.18,9.8,0.049,0.9958,8.1,0.54,white
6,0.2,9.8,0.05,0.99585,8.1,0.54,white
5,0.24,8.7,0.057,1.00055,19.3,0.56,white
6,0.44,10.2,0.039,0.9985,18.6,0.57,white
6,0.3,9.5,0.042,0.99505,5,0.69,white
6,0.27,11,0.05,0.992,1.6,0.46,white
5,0.5,9.2,0.078,0.9988,13.4,0.44,white
6,0.2,10.9,0.028,0.99175,1.6,0.6,white
7,0.11,9.3,0.043,0.9962,8.8,0.4,white
7,0.11,9.3,0.043,0.9962,8.8,0.4,white
7,0.12,9.8,0.045,0.9942,5.2,0.46,white
7,0.16,9.3,0.13,0.9927,1.1,0.39,white
7,0.21,9.3,0.135,0.9927,1.1,0.39,white
5,0.27,9.4,0.039,0.99985,16.7,0.45,white
9,0.27,10.4,0.035,0.997,10.6,0.46,white
6,0.225,12.1,0.115,0.9918,2.2,0.58,white
6,0.14,11,0.039,0.99215,1.5,0.56,white
5,0.23,9,0.052,0.99865,13.7,0.53,white
7,0.22,9.5,0.053,0.9992,15,0.82,white
8,0.17,8.8,0.053,1.0006,14.1,0.75,white
4,0.395,11.2,0.042,0.99135,1.4,0.38,white
6,0.29,9.3,0.056,0.99715,9.5,0.61,white
7,0.22,9.5,0.053,0.9992,15,0.82,white
8,0.17,8.8,0.053,1.0006,14.1,0.75,white
5,0.23,9,0.052,0.99865,13.7,0.53,white
6,0.3,9.3,0.039,0.99815,10.6,0.3,white
6,0.34,9.2,0.04,0.99815,11,0.29,white
6,0.34,9.2,0.04,0.99815,11,0.29,white
7,0.34,10,0.037,0.9949,7,0.45,white
6,0.3,9.3,0.039,0.99815,10.6,0.3,white
6,0.34,9.2,0.04,0.99815,11,0.29,white
7,0.24,10.9,0.033,0.99225,2,0.69,white
5,0.46,10,0.046,0.99445,4.9,0.56,white
7,0.24,10.9,0.033,0.99225,2,0.69,white
5,0.32,9.3,0.049,0.99335,1.4,0.52,white
5,0.31,9,0.05,0.99625,7.3,0.43,white
6,0.42,9.2,0.054,0.9971,8.8,0.58,white
6,0.24,9.6,0.046,0.9983,12.5,0.77,white
6,0.18,9.4,0.041,0.99445,4.8,0.4,white
8,0.18,11.1,0.036,0.99085,1.4,0.58,white
6,0.27,8.9,0.036,0.9977,11.2,0.41,white
5,0.28,9.3,0.048,0.9953,6.8,0.47,white
5,0.39,9.3,0.044,0.99775,11.6,0.53,white
7,0.21,9.8,0.039,0.99795,11.4,0.44,white
6,0.32,9.8,0.032,0.99505,6.6,0.46,white
6,0.27,8.9,0.036,0.9977,11.2,0.41,white
5,0.31,9.6,0.046,0.9975,13.2,0.41,white
6,0.29,9.6,0.046,0.99745,13.1,0.41,white
6,0.39,9,0.046,0.9976,12,0.38,white
6,0.3,9.5,0.046,0.99775,13.4,0.43,white
5,0.28,9.3,0.048,0.9953,6.8,0.47,white
6,0.41,9.2,0.063,0.9932,1.5,0.56,white
7,0.35,9.1,0.055,0.99405,1.1,0.5,white
6,0.26,9.5,0.045,1,16.5,0.46,white
6,0.35,10.5,0.072,0.99785,15.6,0.59,white
5,0.3,9,0.04,0.9939,2.8,0.46,white
5,0.18,11.7,0.036,0.9939,5.1,0.52,white
5,0.56,9.1,0.034,0.99675,8.9,0.51,white
5,0.3,9,0.04,0.9939,2.8,0.46,white
5,0.56,9.1,0.034,0.99675,8.9,0.51,white
9,0.36,12.4,0.021,0.98965,1.6,0.61,white
6,0.655,9.2,0.071,0.9971,10.2,0.58,white
5,0.18,9.4,0.053,0.99445,5.4,0.43,white
6,0.19,9.6,0.047,0.9945,6.2,0.43,white
5,0.18,11.7,0.036,0.9939,5.1,0.52,white
6,0.21,9.8,0.042,0.9958,7.2,0.56,white
6,0.25,10.2,0.046,0.9956,8.1,0.59,white
9,0.24,12.5,0.031,0.99055,2,0.48,white
7,0.16,10.9,0.044,0.9959,10.7,0.44,white
7,0.16,11,0.043,0.9925,1.2,0.42,white
6,0.205,10.5,0.06,0.9963,1.7,0.69,white
4,0.17,11.5,0.037,0.9935,5.5,0.62,white
8,0.3,12.8,0.044,0.99105,2.7,0.53,white
6,0.25,12.2,0.035,0.99045,1.3,0.44,white
6,0.205,10.5,0.06,0.9963,1.7,0.69,white
8,0.42,12.8,0.04,0.99155,4.3,0.45,white
8,0.25,11.9,0.034,0.99085,2.1,0.4,white
8,0.25,11.9,0.034,0.99085,2.1,0.4,white
8,0.25,11.9,0.034,0.99085,2.1,0.4,white
7,0.34,12,0.034,0.9924,6,0.39,white
7,0.33,12,0.036,0.9924,6.3,0.39,white
7,0.23,8.8,0.044,0.99975,13.4,0.47,white
7,0.23,8.8,0.044,0.99975,13.4,0.47,white
7,0.19,10.8,0.036,0.99315,1.7,0.54,white
8,0.21,11,0.034,0.9917,1.6,0.5,white
8,0.21,11,0.034,0.9917,1.6,0.5,white
5,0.22,9.3,0.035,0.99845,15.4,0.4,white
5,0.34,10.8,0.026,0.9921,1.2,0.39,white
7,0.23,8.8,0.044,0.99975,13.4,0.47,white
6,0.2,11.5,0.03,0.9909,1.8,0.47,white
7,0.19,10.8,0.036,0.99315,1.7,0.54,white
5,0.38,9.4,0.042,0.99855,13.6,0.54,white
7,0.18,9.5,0.036,0.9934,1.3,0.95,white
5,0.34,8.6,0.039,0.9978,11.1,0.49,white
7,0.18,9.5,0.036,0.9934,1.3,0.95,white
7,0.2,10.3,0.038,0.9949,2.1,0.77,white
5,0.38,9.4,0.042,0.99855,13.6,0.54,white
5,0.4,9.4,0.042,0.9986,13.7,0.52,white
7,0.22,10,0.038,0.99725,10.2,0.54,white
5,0.3,9.4,0.17,0.9946,4.8,0.47,white
8,0.27,10.4,0.03,0.99255,1.7,0.63,white
7,0.25,9.1,0.041,0.9996,14.2,0.75,white
6,0.34,9.9,0.028,0.9939,6.5,0.61,white
6,0.28,12.1,0.029,0.99,1.7,0.5,white
5,0.33,9.9,0.028,0.9937,6.5,0.61,white
6,0.27,12.5,0.021,0.9886,2.2,0.3,white
7,0.18,9.5,0.036,0.9934,1.3,0.95,white
8,0.18,8.5,0.042,1,12.6,0.76,white
7,0.28,9,0.04,0.9994,14.4,0.82,white
6,0.24,10.1,0.037,0.9926,1.2,0.7,white
5,0.45,9.4,0.08,0.9956,9.7,0.48,white
5,0.34,8.6,0.039,0.9978,11.1,0.49,white
6,0.26,10.7,0.03,0.9915,4,0.34,white
3,0.17,9.6,0.037,0.9939,1.4,0.28,white
5,0.15,10.1,0.029,0.9932,1.3,0.39,white
7,0.21,10,0.037,0.993,2.2,0.57,white
9,0.36,12.7,0.018,0.9898,4.2,0.36,white
6,0.28,10.2,0.119,0.9921,1.6,0.38,white
6,0.16,8.9,0.126,0.9932,1.4,0.37,white
8,0.12,11.9,0.037,0.9919,2.2,0.82,white
7,0.21,10,0.037,0.993,2.2,0.57,white
6,0.36,9.9,0.04,0.9953,1.9,0.48,white
6,0.26,11.5,0.022,0.9928,6,0.55,white
6,0.26,11.5,0.022,0.9928,6,0.55,white
6,0.23,9.8,0.035,0.9976,12.2,0.52,white
7,0.34,12.2,0.024,0.9906,2.6,0.67,white
6,0.26,11.4,0.04,0.9918,1.6,0.51,white
7,0.3,11,0.044,0.99185,2,0.68,white
6,0.26,11.4,0.04,0.9918,1.6,0.51,white
7,0.3,11,0.044,0.99185,2,0.68,white
6,0.31,9.9,0.046,0.994,6.4,0.63,white
7,0.26,11,0.031,0.9908,1.2,0.4,white
5,0.26,9.4,0.036,0.9928,1,0.48,white
7,0.31,12.2,0.037,0.9896,1.4,0.36,white
7,0.26,11,0.031,0.9908,1.2,0.4,white
6,0.19,10.3,0.043,0.9918,1.1,0.53,white
6,0.18,10.5,0.047,0.9952,8.7,0.53,white
6,0.29,10.5,0.044,0.9923,1.6,0.46,white
6,0.26,10.9,0.039,0.9915,1.4,0.49,white
6,0.18,10.5,0.047,0.9952,8.5,0.53,white
7,0.2,11,0.052,0.9947,7.9,0.56,white
6,0.29,9.7,0.046,0.9983,13.2,0.37,white
5,0.28,8.9,0.048,0.9975,12.8,0.4,white
6,0.31,9.6,0.047,0.995,7.7,0.39,white
8,0.21,8.8,0.056,0.9944,2.4,0.47,white
4,0.19,11.1,0.047,0.994,1.6,0.65,white
4,0.27,10.3,0.048,0.9944,1.3,0.61,white
8,0.25,12.2,0.036,0.9908,2.1,0.43,white
4,0.23,9.8,0.054,0.99795,9.6,0.47,white
5,0.24,8.8,0.049,0.9985,13,0.53,white
5,0.33,9.9,0.04,0.99425,5.8,0.63,white
5,0.33,9.9,0.042,0.99425,5.6,0.63,white
5,0.34,9.9,0.041,0.9943,5.8,0.63,white
5,0.29,9.2,0.038,0.9924,0.8,0.35,white
4,0.32,9.5,0.05,0.9946,1.2,0.37,white
5,0.29,9.2,0.038,0.9924,0.8,0.35,white
7,0.13,10.3,0.042,0.995,4.7,0.56,white
6,0.3,11,0.037,0.9919,1.6,0.33,white
6,0.24,11.9,0.031,0.99,1.4,0.39,white
7,0.18,10.2,0.04,0.9923,1.1,0.32,white
7,0.11,9.4,0.057,0.9956,4.6,0.44,white
6,0.32,8.9,0.036,0.9978,10.6,0.44,white
6,0.32,8.9,0.036,0.9978,10.6,0.44,white
6,0.26,10,0.044,0.9967,12.9,0.43,white
8,0.28,10.7,0.044,0.9934,2,0.49,white
5,0.27,9.8,0.047,0.9936,2.9,0.43,white
5,0.595,9.3,0.042,0.9932,2.8,0.38,white
7,0.25,9.5,0.057,0.9934,2.9,0.48,white
5,0.25,10,0.055,0.998,12,0.47,white
5,0.36,9,0.044,0.9978,15,0.51,white
7,0.17,11.9,0.017,0.9929,5.9,0.4,white
5,0.26,8.9,0.033,0.9974,12.6,0.38,white
6,0.26,10,0.046,0.99685,12.5,0.41,white
5,0.29,9.6,0.037,0.99495,7.4,0.41,white
5,0.28,8.9,0.039,0.99745,13,0.38,white
5,0.27,8.9,0.041,0.99505,6.7,0.4,white
5,0.43,11.4,0.048,0.992,1.4,0.41,white
5,0.36,9,0.044,0.9978,15,0.51,white
6,0.35,10,0.044,0.9956,7.3,0.55,white
7,0.24,9.6,0.044,0.9982,15.3,0.47,white
5,0.34,9.7,0.034,0.99485,7.5,0.6,white
6,0.27,9.5,0.037,0.9971,11.75,0.53,white
7,0.415,10,0.039,0.99265,1.6,0.41,white
7,0.48,12.2,0.03,0.9904,3.5,0.38,white
7,0.18,8.7,0.051,0.9965,8,0.44,white
7,0.15,10.2,0.058,0.9946,5,0.44,white
5,0.345,9.6,0.047,0.99965,18.2,0.43,white
5,0.16,10,0.039,0.9935,1.6,0.36,white
4,0.705,9.5,0.048,0.996,3.2,0.52,white
5,0.25,11.5,0.034,0.9942,6.4,0.46,white
5,0.345,9.5,0.043,0.9936,1.9,0.38,white
6,0.22,9.8,0.035,0.9965,9.7,0.49,white
6,0.17,10.1,0.028,0.9928,1.4,0.55,white
5,0.23,10,0.042,0.9928,1.3,0.36,white
6,0.22,9.8,0.035,0.9965,9.7,0.49,white
5,0.345,9.5,0.043,0.9936,1.9,0.38,white
5,0.32,9.5,0.042,0.9938,1.8,0.38,white
7,0.23,10.2,0.041,0.9926,0.9,0.54,white
7,0.2,10.2,0.039,0.9926,1.1,0.54,white
6,0.24,9,0.05,0.9983,15.4,0.42,white
6,0.24,9,0.05,0.9983,15.4,0.42,white
7,0.42,12.3,0.037,0.992,5,0.57,white
6,0.24,9,0.05,0.9983,15.4,0.42,white
6,0.19,11.6,0.023,0.9923,4,0.51,white
6,0.26,9.5,0.034,0.9972,12.5,0.43,white
5,0.23,11.5,0.035,0.9928,3.2,0.36,white
6,0.34,9.6,0.041,0.9928,1.8,0.37,white
6,0.22,9,0.039,0.9994,17.5,0.42,white
7,0.08,12,0.028,0.991,1.9,0.7,white
7,0.42,11.4,0.019,0.9906,1.6,0.51,white
7,0.42,12.3,0.017,0.9894,1.5,0.36,white
7,0.27,12.6,0.02,0.9898,1.7,0.47,white
6,0.22,9,0.039,0.9994,17.5,0.42,white
7,0.08,12,0.028,0.991,1.9,0.7,white
6,0.13,11.7,0.046,0.9925,1.8,0.9,white
5,0.3,9.2,0.054,0.9956,4.3,0.49,white
6,0.13,10.3,0.058,0.9946,4.9,0.45,white
5,0.14,8.6,0.05,0.9966,7.6,0.49,white
7,0.28,10.7,0.037,0.9951,6.7,0.62,white
5,0.2,9.8,0.15,0.9927,1.6,0.47,white
6,0.19,9.8,0.152,0.9927,1.5,0.46,white
7,0.28,10.7,0.037,0.9951,6.7,0.62,white
6,0.39,12.5,0.027,0.9894,1.7,0.45,white
